SexCode,MaritalCode,PrevEdCode,DDVeteran,DaysEnrollToStart,AgeAtStart,AgeAtGrad,GPA,MinutesAttended,HoursAttempt,HoursEarned,HoursReq,MinutesAbsent,TransferCredits,TransferGPA,MinEFC,MaxENTEntranceScore,gradFlag
F,S,BACH,0,102,19,22,3.26,109882,2604,2559,2565,2121,34,2.99,0,76,1
F,S,SOMECOLL,0,88,25,28,3.5,117836,2550,2550,2565,335,33,3.1,2756,NA,1
F,S,SOMECOLL,0,63,21,24,3.16,113727,2874,2514,2565,1181,40,2.68,0,80,1
M,S,ASSOC,0,48,24,26,3.42,113570,2604,2559,2565,40,46,2.79,0,78.5,1
F,S,SOMECOLL,0,77,22,24,3.35,123419,2523,2523,2565,531,22.7,2.58,0,NA,1
F,NULL,HS,0,48,18,22,2.07,24495,558,306,2565,3165,NA,NA,8664,NA,0
F,NULL,SOMECOLL,0,34,19,21,3.7,111300,2514,2514,2565,60,38,3.79,NA,NA,1
M,M,SOMECOLL,0,66,26,28,3.4,115649,2514,2514,2565,1676,30,2.81,0,NA,1
F,S,SOMECOLL,0,67,19,22,3.34,132205,2523,2523,2565,815,21.35,3.43,0,NA,1
F,NULL,SOMECOLL,0,74,20,23,3.48,112138,2559,2514,2565,1417,35,2.61,22382,NA,1
F,S,SOMECOLL,0,73,22,24,3.52,118592,2514,2514,2565,508,34,3.49,744,77,1
F,NULL,ASSOC,0,112,34,36,3.74,112964,2514,2514,2565,596,33,2.4,2316,NA,1
F,NULL,SOMECOLL,0,111,21,23,3.36,110375,2559,2514,2565,845,41,3.06,0,NA,1
M,NULL,SOMECOLL,0,34,24,27,3.38,137680,2577,2532,2565,5609,NA,2.41,0,NA,1
M,NULL,SOMECOLL,0,45,26,29,3.98,114154,2514,2514,2565,676,34,2.83,0,NA,1
M,S,BACH,0,25,24,26,3.75,105701,2514,2514,2565,560,46.02,3.01,0,NA,1
F,NULL,BACH,0,103,39,42,4,135383,2523,2523,2565,241,18,3.7,0,89,1
M,S,BACH,0,27,27,30,3.66,107940,2514,2514,2565,330,37.02,2.65,5167,81.5,1
F,S,SOMECOLL,0,88,17,21,2.27,46789,828,486,2565,3101,NA,NA,56914,NA,0
M,S,BACH,0,34,23,26,3.9,119302,2523,2523,2565,600,31,3.18,0,88.5,1
F,M,SOMECOLL,0,70,24,27,2.79,35644,783,783,2565,836,8,2.62,2959,77.5,0
F,S,BACH,0,49,21,24,3.14,120691,2379,2298,2250,3305,23.35,2.07,4717,NA,1
F,NULL,SOMECOLL,0,45,25,27,3.42,118692,2514,2514,2565,2288,32,2.92,0,NA,1
M,NULL,ASSOC,0,40,27,30,3.54,109566,2514,2514,2565,1119,40,2.97,0,81,1
F,NULL,SOMECOLL,0,59,22,24,2.65,5950,180,90,2250,860,9,3,70429,78.5,0
F,S,ASSOC,0,35,23,25,3.77,106275,2514,2514,2565,555,46,2.79,0,86,1
F,NULL,SOMECOLL,0,112,36,39,3.13,35325,1209,1063,2565,105,39.69,3.15,0,NA,0
M,S,SOMECOLL,0,55,21,23,3.49,111149,2514,2514,2565,751,35,3.87,0,NA,1
M,S,BACH,0,90,25,27,3.94,116812,2514,2514,2565,998,31.03,3.41,0,NA,1
M,NULL,SOMECOLL,0,77,24,27,2.53,83911,1437,1317,2565,2593,NA,NA,0,80.5,0
F,S,BACH,0,88,24,26,3.72,92050,2289,2289,2250,290,49.71,3.1,2896,NA,1
F,S,BACH,0,62,22,25,3.5,125345,2532,2532,2565,1285,21.36,2.61,0,NA,1
M,NULL,SOMECOLL,0,97,26,29,2.56,53445,1299,1108,2565,1385,24,3.24,0,77.71,0
M,NULL,HS,0,91,18,21,1.92,18826,315,135,2565,1574,NA,NA,29816,65,0
F,S,SOMECOLL,0,55,19,22,0,5250,180,45,2565,1350,3,NA,NA,NA,0
F,M,BACH,0,75,39,42,3.68,134662,2514,2514,2565,406,16,2.86,0,82.5,1
F,S,BACH,0,110,22,25,3.53,116117,2514,2514,2565,533,34,3.13,0,NA,1
M,NULL,SOMECOLL,0,89,30,33,1.35,7890,819,684,2565,3150,43,3,0,NA,0
F,NULL,SOMECOLL,0,73,22,25,3.51,28130,1164,1074,2565,430,45,2.7,0,NA,0
F,NULL,SOMECOLL,0,41,31,34,3.05,115007,2370,2289,2250,394,35,2.88,0,83,1
F,NULL,HS,0,62,18,21,0,2400,135,45,2565,300,3,NA,NA,NA,0
F,NULL,SOMECOLL,0,40,28,31,3.29,131590,2307,2307,2250,560,9,2.63,0,NA,1
M,S,BACH,0,35,26,29,3.52,131980,2568,2523,2565,980,19.36,2.71,0,NA,1
F,M,BACH,0,74,28,30,3.54,96448,2298,2298,2250,1292,44,3.03,0,NA,1
F,NULL,SOMECOLL,0,45,20,23,3.96,112870,2514,2514,2565,740,32,3.56,18714,NA,1
M,NULL,SOMECOLL,0,89,30,33,2.62,16740,693,441,2565,3240,12,2.55,10479,NA,0
F,S,SOMECOLL,0,45,24,26,3.29,118612,2523,2523,2565,1389,28.67,2.79,0,NA,1
F,S,SOMECOLL,0,88,18,21,3.76,131655,2523,2523,2565,2604,19,3.53,20806,NA,1
F,P,BACH,0,67,45,48,3.97,149589,2514,2514,2565,25,14,3.26,0,NA,1
F,M,SOMECOLL,0,73,22,25,3.04,45000,1374,1284,2565,480,44,2.55,0,85.5,0
F,NULL,ASSOC,0,90,23,25,3.48,109705,2514,2514,2565,1075,39,3.13,0,NA,1
F,NULL,ASSOC,0,87,26,29,3.25,116331,2319,2289,2250,617,28,3.19,0,80,1
F,NULL,SOMECOLL,0,35,21,23,3.86,110555,2514,2514,2565,25,38,3.35,0,NA,1
M,NULL,BACH,0,88,25,28,3.95,111581,2514,2514,2565,239,37.34,3.21,0,NA,1
F,S,SOMECOLL,0,53,22,25,3.44,124315,2604,2559,2565,1585,38,3.24,0,NA,1
F,NULL,SOMECOLL,0,90,26,29,3.8,118371,2514,2514,2565,329,35,3.34,0,77,1
F,NULL,ASSOC,0,56,22,24,3.34,119357,2694,2559,2565,373,44,2.74,0,NA,1
F,NULL,ASSOC,0,37,27,30,3.33,106838,2514,2514,2565,835,40,3.65,0,NA,1
M,NULL,SOMECOLL,0,73,26,28,3.27,118404,2523,2523,2565,1386,34,2.84,0,NA,1
M,NULL,BACH,0,95,24,26,3.58,113064,2514,2514,2565,1010,39.39,3.09,19,NA,1
F,NULL,ASSOC,0,77,22,24,3.67,105215,2514,2514,2565,1345,46,3.03,4286,NA,1
F,NULL,BACH,0,73,24,27,3.86,137168,2694,2514,2565,315,19.02,NA,0,NA,1
F,NULL,ASSOC,0,67,23,25,3.61,108940,2514,2514,2565,800,38,2.8,0,NA,1
F,S,ASSOC,0,81,24,26,3.59,110829,2559,2514,2565,546,45,3.16,0,78.5,1
M,NULL,SOMECOLL,0,70,22,24,3.5,108720,2649,2514,2565,375,38.05,3.24,0,NA,1
F,M,BACH,0,74,29,31,3.98,113264,2514,2514,2565,76,36.35,3.23,1040,NA,1
F,S,BACH,0,112,22,25,3.98,130880,2523,2523,2565,728,21,3.67,0,NA,1
F,M,ASSOC,0,45,26,29,3.43,120391,2559,2514,2565,459,34,2.96,564,NA,1
F,S,SOMECOLL,0,25,20,24,3.04,143987,2777,2567,2565,926,13,2.46,0,NA,1
F,NULL,ASSOC,0,108,40,42,3.5,112249,2747,2522,2565,1325,40,3.5,0,NA,1
F,S,SOMECOLL,0,17,22,25,3.01,69600,1861.5,1749,2565,1820,38.05,2.86,0,83,0
M,S,SOMECOLL,0,49,19,22,3.37,138891,2514,2514,2565,978,11,3.25,29404,NA,1
F,S,ASSOC,0,40,24,26,3.88,99821,2514,2514,2565,469,42,3.44,0,81,1
F,NULL,SOMECOLL,0,68,18,21,3.43,137088,2532,2532,2565,1576,10.68,3.2,38532,NA,1
F,NULL,SOMECOLL,0,89,21,23,3.64,118457,2514,2514,2565,533,30,3.08,2139,NA,1
M,S,SOMECOLL,0,61,23,27,2.98,116631,1959,1854,2565,846,NA,NA,0,81,0
F,NULL,SOMECOLL,0,46,30,33,3.68,58480,306,180,2565,4400,NA,4,0,NA,0
F,NULL,SOMECOLL,0,41,22,25,3.71,138352,2523,2523,2565,517,12,2.15,0,NA,1
F,D,SOMECOLL,0,75,25,28,3.28,145871,2568,2523,2565,748,3,2.84,0,NA,1
F,S,SOMECOLL,0,35,21,24,3.18,127893,2732,2522,2565,699,28.04,2.3,0,71,1
F,S,BACH,0,39,28,31,3.61,128570,2514,2514,2565,1538,24,2.92,0,84,1
M,NULL,SOMECOLL,0,48,29,32,3.41,109431,2589,2559,2565,775,42,2.4,0,NA,1
F,M,SOMECOLL,0,70,33,36,3.97,147600,2523,2523,2565,969,3,2.72,26350,NA,1
F,NULL,SOMECOLL,0,103,20,23,3.43,123270,2514,2514,2565,1591,23,2.63,0,NA,1
F,S,HS,0,77,18,21,2.53,75547,1280,1089,2565,2453,NA,NA,0,NA,0
F,NULL,SOMECOLL,1,59,21,24,2.49,28080,837,747,2565,3480,21,2.57,NA,83.5,0
F,S,ASSOC,0,82,21,23,3.7,110088,2559,2514,2565,277,44,3.24,0,NA,1
M,NULL,BACH,0,62,28,31,3.43,118603,2523,2523,2565,120,26,2.9,2003,NA,1
F,M,ASSOC,0,70,48,50,3.87,102525,2514,2514,2565,315,46,3.38,2118,NA,1
F,S,HS,0,68,18,22,2.35,45570,828,603,2565,3810,NA,NA,0,NA,0
M,S,ASSOC,0,53,28,31,3.72,104065,2514,2514,2565,1535,46,3.32,0,NA,1
F,NULL,SOMECOLL,0,59,25,28,2.89,23020,450,450,2250,800,9,2.44,3913,NA,0
M,NULL,SOMECOLL,0,70,23,26,2.77,72578,1526,1256,2565,3172,18,2.52,0,79,0
M,NULL,SOMECOLL,0,73,26,29,2.38,70185,1437,1272,2565,1790,20,2.44,9090,NA,0
F,NULL,SOMECOLL,0,63,25,28,1.68,11430,216,90,2250,990,9,3.32,0,91,0
F,S,BACH,0,60,22,25,3.61,125264,2523,2523,2565,2005,24,3.44,0,NA,1
F,S,BACH,0,75,23,25,3.61,119890,2523,2523,2565,740,29.36,2.79,2443,NA,1
F,S,SOMECOLL,0,105,26,29,3.35,112964,2514,2289,2250,894,33,2.55,0,NA,1
F,S,BACH,0,87,21,23,3.38,121258,2514,2514,2565,572,27.36,2.56,0,75.5,1
F,S,SOMECOLL,0,61,22,24,3.97,108257,2514,2514,2565,273,46,3.71,0,NA,1
M,S,SOMECOLL,0,42,25,28,3.53,134388,2514,2514,2565,641,17,2.54,0,NA,1
F,NULL,SOMECOLL,0,33,24,27,3.5,124332,2298,2298,2250,2276,16,3.07,0,83.5,1
M,D,SOMECOLL,0,89,33,37,1.53,9990,180,90,2565,1710,NA,3.4,0,76.5,0
F,M,SOMECOLL,0,56,24,27,3.44,117086,2514,2514,2565,184,30,2.73,18088,72,1
M,NULL,SOMECOLL,0,59,38,41,2.92,63845,1218,1173,2565,2775,12,2.18,0,81,0
F,NULL,SOMECOLL,0,58,27,29,3.6,113943,2523,2523,2565,165,38,2.81,0,NA,1
M,S,ASSOC,0,39,29,32,3.23,131920,2600,2540,2565,1279,23,3.22,0,88,1
M,NULL,SOMECOLL,0,73,26,28,3.27,114370,2514,2514,2565,1620,33.35,2.55,0,NA,1
F,S,SOMECOLL,0,56,21,24,3.42,107610,2514,2514,2565,390,42,2.7,2719,74,1
M,S,SOMECOLL,0,42,24,26,3.83,102591,2289,2289,2250,481,42,2.73,0,NA,1
F,S,SOMECOLL,0,66,25,27,3.63,107335,2640,2550,2565,2960,42,2.93,0,91.5,1
F,NULL,HS,0,81,19,22,2.15,16927,270,135,2565,293,NA,NA,0,NA,0
F,NULL,SOMECOLL,0,108,24,26,3.66,105337,2514,2514,2565,1103,43,2.55,0,85.5,1
F,NULL,SOMECOLL,0,89,23,25,2.66,34380,1209,1119,2565,60,38.37,2.9,0,NA,0
F,S,SOMECOLL,0,52,18,21,3,135946,2559,2514,2565,1825,14,2.29,0,NA,1
F,NULL,SOMECOLL,0,48,40,43,2.72,114600,2138,1841,2250,1743,13,2.76,4576,73,0
M,M,BACH,0,73,37,39,2.92,112606,2552,2522,2565,4884,35,2.64,730,NA,1
F,NULL,HS,0,70,19,22,0.58,6395,180,45,2565,3085,NA,NA,0,NA,0
F,S,SOMECOLL,0,34,22,25,3.17,140416,2532,2532,2565,1333,NA,2.35,0,NA,1
M,S,SOMECOLL,0,88,21,23,3.76,106305,2514,2514,2565,1965,38.71,3.4,0,NA,1
F,NULL,ASSOC,0,70,21,24,3,40920,1344,1029,2565,180,39,2.67,0,NA,0
M,S,SOMECOLL,0,35,24,28,3.23,117395,2094,1914,2565,1939,NA,NA,0,87,0
M,NULL,SOMECOLL,0,39,28,31,3.85,119690,2298,2298,2250,430,24.67,3.53,0,91.5,1
F,M,ASSOC,0,66,23,25,3.69,105180,2514,2514,2565,300,41,3.17,6216,NA,1
M,M,SOMECOLL,0,101,34,36,3.1,76655,1750.5,1473,2565,425,26,2.5,0,93,0
F,M,ASSOC,0,82,27,29,3.67,113005,2514,2514,2565,965,37,3.39,0,75.5,1
F,S,SOMECOLL,0,41,20,23,3.01,82121,1653,1653,2565,1959,18,2.88,0,81.5,0
F,NULL,ASSOC,0,84,23,25,3.36,111755,2514,2514,2565,985,38,2.64,0,78.5,1
F,NULL,SOMECOLL,0,63,21,24,3.01,110684,2512,2512,2565,365,34.36,3.28,0,NA,1
F,NULL,ASSOC,0,54,25,27,3.45,108813,2559,2514,2565,507,40.35,2.77,3701,89,1
F,S,SOMECOLL,0,47,23,26,3.56,123620,2595,2514,2565,1288,25,3.26,4867,86,1
M,NULL,BACH,0,52,24,26,3.16,118235,2514,2514,2565,725,30.71,2.85,0,NA,1
F,NULL,ASSOC,0,62,26,30,2.26,21117,477,396,2565,723,12,2.45,0,71,0
F,S,SOMECOLL,0,87,18,21,3.78,132955,2514,2514,2565,1833,14.02,2.75,27278,NA,1
F,S,SOMECOLL,0,81,29,32,2.35,21691,900,648,2565,5129,24,2.56,0,NA,0
F,NULL,SOMECOLL,0,67,21,24,3.58,133696,2523,2523,2565,642,13.35,2.43,6076,NA,1
F,M,SOMECOLL,0,62,31,33,3.3,113423,2514,2514,2565,822,33,2.79,5803,85,1
F,S,SOMECOLL,0,40,20,23,3.13,117955,2577,2532,2565,4385,27,2.92,0,NA,1
M,NULL,SOMECOLL,0,67,24,27,3.08,148262,2595,2514,2565,397,11,2.47,0,NA,1
F,S,ASSOC,0,67,31,33,3.74,114450,2343,2298,2250,249,37,3.35,9045,78,1
F,NULL,SOMECOLL,0,45,32,35,3.55,123990,2289,2289,2250,1898,19.68,2.62,10612,NA,1
M,S,SOMECOLL,0,75,24,27,3.56,148105,2532,2532,2565,859,NA,NA,0,NA,1
M,NULL,SOMECOLL,0,74,19,23,3.09,149362,2570,2540,2565,511,NA,3.67,0,NA,1
F,S,SOMECOLL,0,70,21,23,3.3,129113,2523,2523,2565,1127,26,2.96,6274,NA,1
F,NULL,SOMECOLL,0,91,21,23,3.91,113719,2514,2514,2565,611,34,3.21,40664,NA,1
F,S,SOMECOLL,0,83,21,23,3.53,114205,2514,2514,2565,620,34,3.22,14777,NA,1
M,S,SOMECOLL,0,32,25,28,3.39,121972,2307,2307,2250,3,19,3.11,0,NA,1
F,NULL,ASSOC,0,82,30,33,3.4,130377,2523,2523,2565,1602,21,2.67,8831,NA,1
F,M,ASSOC,0,53,28,31,2.9,65305,1353,1263,2565,395,20,2.61,0,77.5,0
F,NULL,BACH,0,34,20,23,3.42,137355,2604,2523,2565,1724,15,3.1,0,NA,1
M,NULL,SOMECOLL,0,27,22,25,2.06,15800,306,135,2565,1960,NA,3.97,6107,NA,0
M,S,HS,0,26,17,21,3.76,144311,2532,2532,2565,1637,NA,NA,13537,NA,1
F,S,ASSOC,0,69,23,26,3.17,104872,2514,2514,2565,1885,42,2.43,0,77,1
F,M,ASSOC,0,77,25,27,3.61,106954,2514,2514,2565,760,45,3.17,0,81,1
F,S,SOMECOLL,0,88,30,33,3.75,100640,2289,2289,2250,1690,41.01,2.61,1616,NA,1
M,NULL,HS,0,83,17,21,2.66,85345,1388,1172,2565,905,NA,NA,29291,NA,0
F,NULL,SOMECOLL,0,49,27,30,0.3,7350,360,225,2250,1650,26,2.23,0,NA,0
F,NULL,SOMECOLL,0,91,19,22,3.37,111625,2604,2559,2565,595,44,3.4,0,83,1
F,S,BACH,0,37,25,28,3.14,130555,2840,2540,2565,1325,31,2.53,2101,NA,1
M,NULL,ASSOC,0,96,36,39,3.23,113662,2388,2343,2250,308,37,2.31,0,NA,1
M,S,ASSOC,0,75,24,26,3.45,106961,2514,2514,2565,2239,39,3.08,60,NA,1
F,NULL,SOMECOLL,0,76,19,22,3.4,125507,2523,2523,2565,651,25.01,2.64,4570,NA,1
F,NULL,SOMECOLL,0,87,30,33,3.82,134601,2523,2523,2565,138,15,3.38,0,NA,1
M,NULL,BACH,0,83,20,23,3.62,126416,2298,2298,2250,1093,15,3.2,4129,NA,1
F,NULL,BACH,0,81,25,28,3.24,130169,2622,2577,2565,1245,24,3.21,2725,NA,1
F,S,SOMECOLL,0,75,21,24,3.61,134372,2523,2523,2565,1378,10,2.63,0,NA,1
M,S,SOMECOLL,0,26,20,23,3.39,85870,2200.5,2028,2565,2680,34,3.07,1902,NA,0
F,NULL,SOMECOLL,0,102,21,24,3.59,111506,2514,2514,2565,1764,38,3.08,0,NA,1
F,S,BACH,0,67,28,31,3.67,108820,2709,2514,2565,1070,39.35,2.95,5644,NA,1
F,NULL,SOMECOLL,0,76,28,30,3.7,116160,2514,2514,2565,360,36,2.88,17039,NA,1
M,NULL,SOMECOLL,0,81,21,23,3.32,130365,2604,2514,2565,473,29,2.75,10677,NA,1
M,S,SOMECOLL,0,47,23,26,3.18,135360,2514,2514,2565,574,14,2.6,0,NA,1
F,NULL,SOMECOLL,0,62,22,25,2.96,46296,1217,1046,2565,1200,25.36,3.17,0,79,0
F,NULL,SOMECOLL,0,95,29,31,3.68,125881,2514,2514,2565,959,23,2.7,4522,85.5,1
M,NULL,SOMECOLL,0,89,23,26,3.75,107745,2514,2514,2565,805,41,3.6,1789,NA,1
F,M,ASSOC,0,74,26,29,3.87,126730,2532,2532,2565,60,28,2.99,73,NA,1
F,NULL,SOMECOLL,0,60,30,33,3.21,46730,1344,1074,2565,550,25,2.1,0,NA,0
F,S,SOMECOLL,0,49,20,24,2.39,41715,774,531,2565,3825,NA,NA,17771,67,0
F,NULL,BACH,0,96,24,27,3.41,127208,2604,2559,2565,472,28.02,2.84,0,85,1
M,S,SOMECOLL,0,67,24,26,3.64,108085,2514,2514,2565,185,40,2.74,0,92.5,1
F,NULL,SOMECOLL,0,87,26,28,3.91,106420,2514,2514,2565,80,38.02,3.45,0,NA,1
F,NULL,SOMECOLL,0,109,27,30,1.77,10905,270,135,2565,1935,7,2.86,0,92.5,0
M,NULL,SOMECOLL,0,81,44,47,2.33,8850,432,342,2565,1350,14,2.99,0,NA,0
F,NULL,SOMECOLL,0,101,21,23,3.84,112606,2514,2514,2565,384,35,3.3,2014,NA,1
M,S,SOMECOLL,0,84,23,26,3.24,137897,2514,2514,2565,172,11,2.18,0,88,1
M,NULL,ASSOC,0,66,26,28,3.35,109981,2514,2514,2565,1829,38,3.27,5180,NA,1
F,NULL,SOMECOLL,0,46,20,23,3.74,144337,2532,2532,2565,1401,3,2.89,1027,NA,1
F,NULL,SOMECOLL,0,32,21,23,3.69,107070,2514,2514,2565,840,41,2.89,6062,NA,1
F,NULL,HS,0,88,17,21,0,9715,180,0,2565,2525,NA,NA,0,58.5,0
F,D,SOMECOLL,0,81,24,27,3.32,145972,2514,2514,2565,117,6,3.2,0,NA,1
F,NULL,BACH,0,90,23,25,3.82,112669,2514,2514,2565,212,34,3.2,NA,NA,1
F,NULL,ASSOC,0,77,22,24,3.58,109720,2523,2523,2565,560,38,3.01,689,NA,1
M,S,ASSOC,0,53,22,24,3.41,113785,2649,2514,2565,215,38,3.32,0,NA,1
F,S,ASSOC,0,59,23,25,3.76,105732,2514,2514,2565,1188,44,2.41,0,82.5,1
F,M,BACH,0,81,22,26,2.93,153999,2790,2520,2565,4566,NA,NA,NA,85,1
F,M,BACH,0,79,24,27,3.17,109276,2610,2565,2565,4649,31,NA,0,92.5,1
F,UN,HS,0,67,17,21,2.72,76167,1380,1155,2565,2373,NA,NA,0,80,0
F,M,SOMECOLL,0,47,35,38,3.56,107245,2250,2250,2250,425,30,3.9,13692,82,1
F,UN,SOMECOLL,0,151,52,54,3.44,119878,2520,2520,2565,5222,18,NA,0,NA,1
F,NULL,ASSOC,0,40,33,36,3.5,96640,2250,2250,2250,1010,41,3.21,112,90,1
F,UN,SOMECOLL,0,178,20,23,3,71064,1590,1470,2565,1566,20,NA,13337,NA,0
F,UN,SOMECOLL,0,118,22,26,3.1,132779,2655,2565,2565,4637,16,NA,0,83.5,1
F,UN,HS,0,102,19,23,3.28,142939,2520,2520,2565,3176,NA,NA,0,84.5,1
M,NULL,SOMECOLL,0,75,21,26,2.2,75816,1425,1020,2565,5634,NA,NA,5323,78,0
F,S,BACH,0,209,19,22,3.11,140935,2520,2520,2565,4500,NA,NA,0,86.5,1
F,NULL,SOMECOLL,0,121,28,32,2.62,73736,1995,1875,2565,8239,32,2.62,0,86.34,0
F,S,SOMECOLL,0,52,25,26,3.07,181870,3255,2670,2565,3500,NA,NA,0,80.11,1
F,UN,SOMECOLL,0,47,24,27,1.59,22350,630,315,0,9750,3,NA,0,83,0
F,S,HS,0,6,21,23,2.97,143983,2625,2535,2565,10547,NA,NA,10386,NA,1
M,NULL,SOMECOLL,0,48,26,28,2.2,6000,513,468,2250,0,33,3.06,0,74.5,0
M,UN,BACH,0,144,28,31,3.4,119254,2700,2520,2565,4996,25,NA,0,NA,1
F,NULL,SOMECOLL,0,4,33,34,3.15,118588,2580,2535,2565,5657,NA,NA,3130,82.5,1
F,UN,SOMECOLL,0,4,30,32,3.04,76250,1605,1290,2250,520,NA,NA,91,NA,0
F,M,BACH,0,15,42,44,3.2,109675,2115,1605,2565,3950,NA,NA,28381,88.83,0
F,UN,ASSOC,0,74,35,38,2.45,47900,990,720,2250,400,22,2.12,0,91.37,0
F,S,SOMECOLL,0,138,26,29,3.43,139435,2550,2550,2565,2045,NA,2.68,4568,74,1
F,UN,SOMECOLL,0,114,25,28,3.04,90946,1657.5,1507.5,2250,3419,10,NA,8066,80.5,0
F,NULL,SOMECOLL,0,9,27,30,2.68,38605,1110,930,2250,1655,33,NA,0,NA,0
M,UN,BACH,0,34,35,38,3.82,132074,2520,2520,2565,676,15,3.29,0,93,1
F,UN,SOMECOLL,0,98,23,26,2.02,15645,630,450,0,555,22,NA,0,80.5,0
F,NULL,SOMECOLL,0,112,47,49,3.35,100762,2289,2289,2250,618,43,2.56,10356,71.5,1
F,UN,SOMECOLL,0,24,24,25,3.43,133019,2580,2535,2565,5036,NA,NA,0,77.5,1
F,UN,SOMECOLL,0,45,22,25,3.39,109857,2565,2520,2565,6693,25,3.07,0,84.5,1
F,S,MAST,0,4,24,25,2.71,149659,2700,2370,0,13191,NA,NA,0,79.65,0
F,NULL,SOMECOLL,0,95,32,35,3.41,109000,2250,2250,2250,2705,25,2.77,0,89.5,1
F,S,SOMECOLL,0,122,26,29,3.52,96311,2295,2250,2250,4264,40,NA,0,82,1
M,S,SOMECOLL,0,91,22,24,3.72,110062,2655,2655,0,4613,41,NA,3306,83.78,1
M,S,SOMECOLL,0,131,40,42,3.17,58175,1635,1230,2250,1585,35,NA,0,79.5,0
F,S,HS,0,38,39,40,3.02,125643,2160,1980,2565,4947,NA,NA,0,NA,0
F,UN,SOMECOLL,0,144,22,25,2.86,36795,975,840,2565,120,20,NA,0,79.5,0
M,NULL,SOMECOLL,0,102,23,26,2.9,24105,585,450,2250,2295,13,NA,5113,81,0
F,NULL,SOMECOLL,0,66,44,47,3.64,104555,2334,2289,2250,1140,36,2.62,513,76.5,1
F,S,SOMECOLL,0,165,23,26,2.53,25612,450,405,2565,1388,NA,NA,0,81.28,0
F,UN,ASSOC,0,25,23,25,2.87,93380,2392.5,1950,2565,7390,NA,NA,0,82,0
F,S,HS,0,6,21,24,3.04,167325,2970,2850,2565,10185,NA,NA,0,82.61,1
F,UN,SOMECOLL,0,136,30,34,3.02,86805,1770,1470,2565,1900,6,NA,0,85.5,0
F,NULL,ASSOC,0,17,47,47,3.06,141640,2595,2280,2565,7670,NA,NA,0,84.2,0
M,S,SOMECOLL,0,0,33,35,2.8,29025,1935,1620,0,3015,NA,NA,0,89.41,0
M,UN,ASSOC,0,4,37,39,3.4,135903,2715,2445,2250,3662,NA,NA,0,81,1
F,S,BACH,0,0,19,21,3.65,143020,2535,2535,2565,10100,NA,NA,0,NA,1
F,S,SOMECOLL,0,142,25,27,3.57,94211,2250,2250,2250,4955,39,NA,11130,83.06,1
F,M,BACH,0,128,31,34,3.08,115349,2280,2250,2250,4726,19,2.46,0,89,1
F,UN,SOMECOLL,0,6,23,25,3.06,58370,1395,1305,2565,1585,NA,NA,0,81,0
F,UN,SOMECOLL,0,109,21,24,3.52,113084,2520,2520,2565,2156,33,NA,0,NA,1
F,S,HS,0,59,21,23,3.48,112167,2625,2625,0,5688,35,NA,15612,82.5,1
F,S,SOMECOLL,0,4,24,26,3.26,120158,2355,2310,2250,2980,NA,NA,0,NA,1
M,S,POSTHS,0,25,26,28,2.37,73384,1380,1020,2565,2976,NA,NA,0,81.71,0
F,S,HS,0,27,24,25,2.69,154967,2940,2370,0,12913,NA,NA,5380,NA,0
F,S,BACH,0,34,30,32,3.6,105422,2250,2250,2250,373,35,2.97,0,NA,1
F,S,SOMECOLL,0,24,34,34,3.2,167473,3030,2760,2565,6197,NA,NA,0,81.83,1
F,NULL,SOMECOLL,1,17,30,33,1.18,14100,270,90,2250,2700,10,2.87,0,84,0
F,S,SOMECOLL,0,20,21,23,3.5,117493,2535,2535,2565,4512,NA,NA,7485,80.11,1
F,M,SOMECOLL,0,2,48,49,3.18,135016,3337.5,2692.5,2565,8752,NA,NA,0,77.24,1
F,S,ASSOC,0,4,28,30,3.74,141520,2580,2580,2565,10565,NA,NA,133,85.91,1
F,UN,SOMECOLL,0,126,30,33,3.36,127524,2520,2520,2565,3936,13,NA,5943,NA,1
F,NULL,SOMECOLL,0,4,25,27,3.44,110663,2535,2535,2565,2812,NA,NA,0,81.5,1
F,S,ASSOC,0,40,28,30,3.53,109957,2625,2625,0,2798,38,NA,0,87.41,1
F,NULL,SOMECOLL,0,118,21,23,3.45,122630,2617.5,2520,2565,3450,20,NA,8769,87.5,1
F,UN,SOMECOLL,0,0,25,26,3.19,104661,2310,2265,2250,5004,NA,NA,7449,79.5,1
M,UN,SOMECOLL,0,123,29,32,3.7,108703,2565,2520,2565,7817,31,NA,2704,86,1
M,S,HS,0,131,23,27,3.13,147575,2640,2565,2565,2665,NA,NA,0,83.81,1
F,S,SOMECOLL,0,17,22,25,3.45,119489,2940,2670,0,4861,38,NA,0,83.24,1
F,UN,SOMECOLL,0,139,23,26,3.31,115840,2790,2565,2565,3950,31,NA,0,82,1
F,S,BACH,0,89,25,28,2.67,82525,2058,1825.5,2565,675,30,2.24,0,72.5,0
M,NULL,ASSOC,0,23,25,27,0,2100,765,675,2565,300,37,2.99,0,75,0
M,NULL,SOMECOLL,0,72,23,26,2.58,74886,1545,1140,2250,4959,21,2.46,0,81,0
F,S,ASSOC,0,150,25,27,1.68,11188,855,675,2565,4112,31,NA,214,NA,0
M,UN,SOMECOLL,0,95,23,27,2.88,120667,2962.5,2565,2565,10743,24,NA,0,NA,1
F,UN,SOMECOLL,0,3,25,26,3.66,112058,2265,2265,2250,9037,NA,NA,13025,NA,1
